Temp,press,alti,CO,CO2,date
23.11,999.52,118.24,-9.18,-9.94,2021-8-5 9:7:15
23.11,999.52,118.24,-7.42,-4.62,2021-8-5 9:7:15
23.11,999.52,118.24,-7.77,1688.48,2021-8-5 9:7:16
23.10,999.52,118.26,-7.07,2074.13,2021-8-5 9:7:17
23.10,999.52,118.26,-7.42,5014.20,2021-8-5 9:7:17
23.10,999.52,118.26,-7.77,3485.97,2021-8-5 9:7:18
23.10,999.52,118.26,-7.19,3033.20,2021-8-5 9:7:18
23.11,999.54,118.05,-3.67,2964.22,2021-8-5 9:7:19
23.11,999.54,118.05,-2.27,2996.71,2021-8-5 9:7:19
23.11,999.54,118.05,-2.03,3036.13,2021-8-5 9:7:20
23.11,999.54,118.05,-2.15,3069.69,2021-8-5 9:7:20
23.11,999.56,117.92,-2.38,3091.80,2021-8-5 9:7:21
23.11,999.56,117.92,-2.38,3113.37,2021-8-5 9:7:22
23.11,999.56,117.92,-2.03,3112.57,2021-8-5 9:7:22
23.11,999.55,117.99,-2.03,3143.47,2021-8-5 9:7:23
23.11,999.55,117.99,-1.91,3157.32,2021-8-5 9:7:23
23.11,999.55,117.99,-2.03,3172.23,2021-8-5 9:7:24
23.11,999.55,117.99,-1.91,3185.55,2021-8-5 9:7:24
23.12,999.55,118.00,-1.80,3194.34,2021-8-5 9:7:25
23.12,999.55,118.00,-1.91,3197.80,2021-8-5 9:7:25
23.12,999.55,118.00,-2.03,3198.60,2021-8-5 9:7:26
23.12,999.55,118.00,-1.91,3205.79,2021-8-5 9:7:27
23.12,999.54,118.11,-2.15,3206.59,2021-8-5 9:7:27
23.12,999.54,118.11,-2.15,3207.65,2021-8-5 9:7:28
23.12,999.54,118.11,-2.03,3210.58,2021-8-5 9:7:28
23.12,999.54,118.09,-2.15,3207.39,2021-8-5 9:7:29
23.12,999.54,118.09,-2.15,3206.32,2021-8-5 9:7:29
23.12,999.54,118.09,-1.91,3211.91,2021-8-5 9:7:30
23.12,999.54,118.09,-2.27,3212.71,2021-8-5 9:7:30
23.12,999.55,118.05,-2.15,3207.65,2021-8-5 9:7:31
23.12,999.55,118.05,-2.15,3215.11,2021-8-5 9:7:32
23.12,999.55,118.05,-2.27,3217.51,2021-8-5 9:7:32
23.12,999.51,118.33,-1.91,3223.90,2021-8-5 9:7:33
23.12,999.51,118.33,-2.15,3227.36,2021-8-5 9:7:33
23.12,999.51,118.33,-1.80,3217.51,2021-8-5 9:7:34
23.12,999.51,118.33,-1.91,3215.38,2021-8-5 9:7:34
23.13,999.53,118.18,-1.91,3198.33,2021-8-5 9:7:35
23.13,999.53,118.18,-1.56,3191.67,2021-8-5 9:7:35
23.13,999.53,118.18,-1.80,3184.48,2021-8-5 9:7:36
23.13,999.53,118.18,-1.80,3184.21,2021-8-5 9:7:37
23.13,999.53,118.22,-2.15,3179.42,2021-8-5 9:7:37
23.13,999.53,118.22,-1.45,3177.02,2021-8-5 9:7:38
23.13,999.53,118.22,-1.91,3169.57,2021-8-5 9:7:38
23.13,999.52,118.24,-2.03,3160.51,2021-8-5 9:7:39
23.13,999.52,118.24,-1.91,3152.79,2021-8-5 9:7:39
23.13,999.52,118.24,-1.80,3146.66,2021-8-5 9:7:40
23.13,999.52,118.24,-1.80,3145.06,2021-8-5 9:7:40
23.13,999.54,118.14,-2.15,3130.68,2021-8-5 9:7:41
23.13,999.54,118.14,-1.80,3122.96,2021-8-5 9:7:42
23.13,999.54,118.14,-2.27,3118.70,2021-8-5 9:7:42
23.13,999.54,118.14,-2.03,3111.24,2021-8-5 9:7:43
23.14,999.55,118.05,-1.45,3096.86,2021-8-5 9:7:43
23.14,999.55,118.05,-1.91,3096.59,2021-8-5 9:7:44
23.14,999.55,118.05,-1.56,3095.53,2021-8-5 9:7:44
23.15,999.58,117.77,-1.56,3080.34,2021-8-5 9:7:45
23.15,999.58,117.77,-1.80,3065.16,2021-8-5 9:7:45
23.15,999.58,117.77,-1.68,3052.38,2021-8-5 9:7:46
23.15,999.58,117.77,-1.56,3038.80,2021-8-5 9:7:47
23.15,999.56,117.90,-1.68,3024.68,2021-8-5 9:7:47
23.15,999.56,117.90,-2.03,3016.42,2021-8-5 9:7:48
23.15,999.56,117.90,-1.68,2994.05,2021-8-5 9:7:48
23.15,999.56,117.90,-1.80,2981.00,2021-8-5 9:7:49
23.16,999.55,118.03,-1.56,2968.48,2021-8-5 9:7:49
23.16,999.55,118.03,-1.80,2957.83,2021-8-5 9:7:50
23.16,999.55,118.03,-2.15,2946.64,2021-8-5 9:7:50
23.17,999.57,117.87,-1.68,2946.64,2021-8-5 9:7:51
23.17,999.57,117.87,-1.68,2947.44,2021-8-5 9:7:52
23.17,999.57,117.87,-1.45,2935.99,2021-8-5 9:7:52
23.17,999.57,117.87,-1.68,2928.53,2021-8-5 9:7:53
23.17,999.55,118.07,-1.33,2909.09,2021-8-5 9:7:53
23.17,999.55,118.07,-1.80,2891.51,2021-8-5 9:7:54
23.17,999.55,118.07,-1.68,2879.53,2021-8-5 9:7:54
23.17,999.55,118.07,-1.91,2860.35,2021-8-5 9:7:55
23.17,999.56,117.98,-2.03,2834.52,2021-8-5 9:7:55
23.17,999.56,117.98,-1.56,2820.40,2021-8-5 9:7:56
23.17,999.56,117.98,-1.33,2799.09,2021-8-5 9:7:57
23.19,999.55,118.06,-1.33,2773.79,2021-8-5 9:7:57
23.19,999.55,118.06,-1.91,2757.28,2021-8-5 9:7:58
23.19,999.55,118.06,-1.45,2756.75,2021-8-5 9:7:58
23.19,999.55,118.06,-1.45,2745.03,2021-8-5 9:7:59
23.20,999.56,117.92,-1.56,2732.51,2021-8-5 9:7:59
23.20,999.56,117.92,-1.80,2731.71,2021-8-5 9:8:0
23.20,999.56,117.92,-1.68,2722.66,2021-8-5 9:8:0
23.20,999.53,118.18,-1.68,2713.33,2021-8-5 9:8:1
23.20,999.53,118.18,-1.21,2698.42,2021-8-5 9:8:1
23.20,999.53,118.18,-1.45,2674.18,2021-8-5 9:8:2
23.20,999.53,118.18,-1.56,2655.54,2021-8-5 9:8:3
23.22,999.58,117.76,-1.45,2640.62,2021-8-5 9:8:3
23.22,999.58,117.76,-1.45,2618.25,2021-8-5 9:8:4
23.22,999.58,117.76,-1.33,2608.93,2021-8-5 9:8:4
23.22,999.58,117.76,-1.45,2589.22,2021-8-5 9:8:5
23.23,999.58,117.78,-1.33,2589.49,2021-8-5 9:8:5
23.23,999.58,117.78,-1.56,2576.17,2021-8-5 9:8:6
23.23,999.58,117.78,-1.68,2566.58,2021-8-5 9:8:6
23.24,999.59,117.75,-1.21,2546.34,2021-8-5 9:8:7
23.24,999.59,117.75,-1.68,2534.09,2021-8-5 9:8:8
23.24,999.59,117.75,-1.91,2520.24,2021-8-5 9:8:8
23.24,999.59,117.75,-1.45,2510.39,2021-8-5 9:8:9
23.24,999.57,117.89,-1.21,2496.80,2021-8-5 9:8:9
23.24,999.57,117.89,-1.56,2477.89,2021-8-5 9:8:10
23.24,999.57,117.89,-1.80,2467.51,2021-8-5 9:8:10
23.24,999.57,117.89,-1.68,2451.26,2021-8-5 9:8:11
23.26,999.60,117.66,-1.56,2444.60,2021-8-5 9:8:11
23.26,999.60,117.66,-1.91,2432.08,2021-8-5 9:8:12
23.26,999.60,117.66,-1.45,2431.82,2021-8-5 9:8:13
23.26,999.58,117.84,-1.45,2414.24,2021-8-5 9:8:13
23.26,999.58,117.84,-1.21,2404.39,2021-8-5 9:8:14
23.26,999.58,117.84,-1.80,2377.22,2021-8-5 9:8:14
23.26,999.58,117.84,-1.33,2364.97,2021-8-5 9:8:15
23.28,999.60,117.63,-1.45,2345.79,2021-8-5 9:8:15
23.28,999.60,117.63,-1.45,2324.75,2021-8-5 9:8:16
23.28,999.60,117.63,-1.33,2317.03,2021-8-5 9:8:16
23.28,999.60,117.63,-1.56,2299.45,2021-8-5 9:8:17
23.29,999.59,117.76,-1.33,2287.20,2021-8-5 9:8:18
23.29,999.59,117.76,-1.56,2276.28,2021-8-5 9:8:18
23.29,999.59,117.76,-1.68,2265.62,2021-8-5 9:8:19
23.31,999.59,117.76,-1.45,2249.11,2021-8-5 9:8:19
23.31,999.59,117.76,-1.21,2249.11,2021-8-5 9:8:20
23.31,999.59,117.76,-1.09,2237.66,2021-8-5 9:8:20
23.31,999.59,117.76,-1.45,2234.73,2021-8-5 9:8:21
23.31,999.57,117.89,-1.45,2217.68,2021-8-5 9:8:21
23.31,999.57,117.89,-1.45,2207.30,2021-8-5 9:8:22
23.31,999.57,117.89,-1.33,2195.05,2021-8-5 9:8:23
23.31,999.57,117.89,-1.09,2182.00,2021-8-5 9:8:23
23.33,999.59,117.79,-1.68,2168.68,2021-8-5 9:8:24
23.33,999.59,117.79,-1.68,2147.11,2021-8-5 9:8:24
23.33,999.59,117.79,-1.45,2132.72,2021-8-5 9:8:25
23.34,999.61,117.57,-1.33,2110.62,2021-8-5 9:8:25
23.34,999.61,117.57,-1.45,2097.83,2021-8-5 9:8:26
23.34,999.61,117.57,-1.45,2080.52,2021-8-5 9:8:26
23.34,999.61,117.57,-1.09,2079.99,2021-8-5 9:8:27
23.36,999.62,117.50,-1.56,2070.67,2021-8-5 9:8:28
23.36,999.62,117.50,-1.21,2072.53,2021-8-5 9:8:28
23.36,999.62,117.50,-1.56,2058.68,2021-8-5 9:8:29
23.37,999.61,117.61,-1.33,2050.43,2021-8-5 9:8:29
23.37,999.61,117.61,-1.33,2039.51,2021-8-5 9:8:30
23.37,999.61,117.61,-1.45,2025.92,2021-8-5 9:8:30
23.37,999.61,117.61,-1.56,2015.27,2021-8-5 9:8:31
23.39,999.61,117.58,-1.68,2002.22,2021-8-5 9:8:31
23.39,999.61,117.58,-1.09,1990.23,2021-8-5 9:8:32
23.39,999.61,117.58,-1.56,1976.92,2021-8-5 9:8:33
23.39,999.61,117.58,-1.45,1961.74,2021-8-5 9:8:33
23.40,999.63,117.46,-1.91,1944.16,2021-8-5 9:8:34
23.40,999.63,117.46,-1.56,1929.24,2021-8-5 9:8:34
23.40,999.63,117.46,-1.45,1929.78,2021-8-5 9:8:35
23.41,999.63,117.47,-1.33,1922.05,2021-8-5 9:8:35
23.41,999.63,117.47,-1.33,1909.80,2021-8-5 9:8:36
23.41,999.63,117.47,-1.33,1897.02,2021-8-5 9:8:36
23.41,999.63,117.47,-1.33,1884.23,2021-8-5 9:8:37
23.43,999.61,117.57,-1.91,1874.64,2021-8-5 9:8:38
23.43,999.61,117.57,-1.21,1862.66,2021-8-5 9:8:38
23.43,999.61,117.57,-1.80,1857.33,2021-8-5 9:8:39
23.43,999.61,117.57,-1.45,1837.36,2021-8-5 9:8:39
23.43,999.58,117.83,-1.33,1828.30,2021-8-5 9:8:40
23.43,999.58,117.83,-1.33,1820.58,2021-8-5 9:8:40
23.43,999.58,117.83,-1.45,1813.12,2021-8-5 9:8:41
23.45,999.63,117.45,-1.21,1802.47,2021-8-5 9:8:41
23.45,999.63,117.45,-1.45,1802.47,2021-8-5 9:8:42
23.45,999.63,117.45,-1.33,1799.01,2021-8-5 9:8:43
23.45,999.63,117.45,-1.45,1785.69,2021-8-5 9:8:43
23.47,999.64,117.41,-1.56,1778.76,2021-8-5 9:8:44
23.47,999.64,117.41,-1.45,1763.58,2021-8-5 9:8:44
23.47,999.64,117.41,-1.68,1747.07,2021-8-5 9:8:45
23.47,999.64,117.41,-0.98,1732.69,2021-8-5 9:8:45
23.48,999.61,117.60,-1.56,1723.37,2021-8-5 9:8:46
23.48,999.61,117.60,-1.45,1700.99,2021-8-5 9:8:46
23.48,999.61,117.60,-1.68,1696.20,2021-8-5 9:8:47
23.49,999.61,117.64,-1.45,1687.68,2021-8-5 9:8:47
23.49,999.61,117.64,-1.33,1684.48,2021-8-5 9:8:48
23.49,999.61,117.64,-1.21,1685.01,2021-8-5 9:8:49
23.49,999.61,117.64,-1.21,1685.01,2021-8-5 9:8:49
23.50,999.57,117.97,-1.91,1684.48,2021-8-5 9:8:50
23.50,999.57,117.97,-1.21,1680.75,2021-8-5 9:8:50
23.50,999.57,117.97,-1.45,1670.63,2021-8-5 9:8:51
23.50,999.57,117.97,-1.33,1654.12,2021-8-5 9:8:51
23.51,999.61,117.67,-1.33,1642.40,2021-8-5 9:8:52
23.51,999.61,117.67,-1.21,1630.15,2021-8-5 9:8:52
23.51,999.61,117.67,-1.45,1621.36,2021-8-5 9:8:53
23.53,999.60,117.73,-1.56,1600.32,2021-8-5 9:8:54
23.53,999.60,117.73,-1.09,1590.73,2021-8-5 9:8:54
23.53,999.60,117.73,-1.68,1587.54,2021-8-5 9:8:55
23.53,999.60,117.73,-1.45,1577.41,2021-8-5 9:8:55
23.54,999.59,117.82,-1.45,1574.49,2021-8-5 9:8:56
23.54,999.59,117.82,-1.68,1574.75,2021-8-5 9:8:56
23.54,999.59,117.82,-1.33,1571.82,2021-8-5 9:8:57
23.54,999.59,117.82,-1.80,1562.77,2021-8-5 9:8:57
23.55,999.60,117.77,-1.21,1556.64,2021-8-5 9:8:58
23.55,999.60,117.77,-1.21,1544.12,2021-8-5 9:8:59
23.55,999.60,117.77,-1.68,1537.46,2021-8-5 9:8:59
23.56,999.58,117.96,-1.68,1530.27,2021-8-5 9:9:0
23.56,999.58,117.96,-1.68,1527.34,2021-8-5 9:9:0
23.56,999.58,117.96,-0.86,1519.09,2021-8-5 9:9:1
23.56,999.58,117.96,-1.68,1508.43,2021-8-5 9:9:1
23.57,999.58,117.95,-1.21,1501.51,2021-8-5 9:9:2
23.57,999.58,117.95,-1.68,1494.32,2021-8-5 9:9:2
23.57,999.58,117.95,-1.09,1477.27,2021-8-5 9:9:3
23.59,999.60,117.73,-1.45,1478.34,2021-8-5 9:9:4
23.59,999.60,117.73,-1.21,1476.74,2021-8-5 9:9:4
23.59,999.60,117.73,-1.21,1468.48,2021-8-5 9:9:5
23.59,999.60,117.73,-1.33,1455.70,2021-8-5 9:9:5
23.61,999.60,117.81,-1.21,1459.96,2021-8-5 9:9:6
23.61,999.60,117.81,-1.68,1450.37,2021-8-5 9:9:6
23.61,999.60,117.81,-1.21,1444.78,2021-8-5 9:9:7
23.61,999.60,117.81,-1.45,1445.85,2021-8-5 9:9:7
23.62,999.61,117.67,-1.45,1438.39,2021-8-5 9:9:8
23.62,999.61,117.67,-1.33,1434.13,2021-8-5 9:9:9
23.62,999.61,117.67,-1.56,1433.33,2021-8-5 9:9:9
23.63,999.60,117.80,-1.45,1428.53,2021-8-5 9:9:10
23.63,999.60,117.80,-1.56,1420.01,2021-8-5 9:9:10
23.63,999.60,117.80,-1.21,1421.08,2021-8-5 9:9:11
23.63,999.60,117.80,-1.68,1418.68,2021-8-5 9:9:11
23.65,999.59,117.88,-1.45,1412.82,2021-8-5 9:9:12
23.65,999.59,117.88,-1.33,1408.56,2021-8-5 9:9:12
23.65,999.59,117.88,-1.56,1401.90,2021-8-5 9:9:13
23.65,999.59,117.88,-1.45,1402.70,2021-8-5 9:9:14
23.66,999.60,117.77,-1.56,1402.70,2021-8-5 9:9:14
23.66,999.60,117.77,-1.09,1401.10,2021-8-5 9:9:15
23.66,999.60,117.77,-1.45,1393.38,2021-8-5 9:9:15
23.68,999.60,117.77,-1.45,1388.58,2021-8-5 9:9:16
23.68,999.60,117.77,-0.98,1389.38,2021-8-5 9:9:16
23.68,999.60,117.77,-1.45,1393.38,2021-8-5 9:9:17
23.68,999.60,117.77,-1.56,1393.38,2021-8-5 9:9:17
23.69,999.60,117.83,-1.33,1392.84,2021-8-5 9:9:18
23.69,999.60,117.83,-1.33,1399.77,2021-8-5 9:9:19
23.69,999.60,117.83,-1.33,1402.97,2021-8-5 9:9:19
23.69,999.60,117.83,-1.45,1396.84,2021-8-5 9:9:20
23.70,999.59,117.92,-1.33,1395.77,2021-8-5 9:9:20
23.70,999.59,117.92,-1.33,1389.38,2021-8-5 9:9:21
23.70,999.59,117.92,-1.68,1381.13,2021-8-5 9:9:21
23.71,999.57,118.05,-1.45,1384.85,2021-8-5 9:9:22
23.71,999.57,118.05,-1.45,1369.41,2021-8-5 9:9:22
23.71,999.57,118.05,-1.56,1362.75,2021-8-5 9:9:23
23.71,999.57,118.05,-1.09,1361.15,2021-8-5 9:9:24
23.73,999.57,118.04,-1.21,1355.82,2021-8-5 9:9:24
23.73,999.57,118.04,-1.21,1360.62,2021-8-5 9:9:25
23.73,999.57,118.04,-1.09,1361.15,2021-8-5 9:9:25
23.73,999.57,118.04,-1.56,1361.68,2021-8-5 9:9:26
23.74,999.59,117.89,-1.33,1371.01,2021-8-5 9:9:26
23.74,999.59,117.89,-1.45,1378.46,2021-8-5 9:9:27
23.74,999.59,117.89,-1.33,1377.13,2021-8-5 9:9:27
23.76,999.62,117.67,-0.98,1378.99,2021-8-5 9:9:28
23.76,999.62,117.67,-1.56,1377.66,2021-8-5 9:9:29
23.76,999.62,117.67,-1.33,1380.59,2021-8-5 9:9:29
23.76,999.62,117.67,-1.80,1371.27,2021-8-5 9:9:30
23.77,999.62,117.66,-1.56,1368.08,2021-8-5 9:9:30
23.77,999.62,117.66,-1.68,1361.42,2021-8-5 9:9:31
23.77,999.62,117.66,-1.56,1358.49,2021-8-5 9:9:31
23.77,999.60,117.84,-1.45,1352.89,2021-8-5 9:9:32
23.77,999.60,117.84,-1.33,1353.16,2021-8-5 9:9:32
23.77,999.60,117.84,-1.45,1351.56,2021-8-5 9:9:33
23.77,999.60,117.84,-1.21,1355.29,2021-8-5 9:9:33
23.80,999.62,117.65,-1.68,1356.09,2021-8-5 9:9:34
23.80,999.62,117.65,-1.21,1353.43,2021-8-5 9:9:35
23.80,999.62,117.65,-1.56,1354.49,2021-8-5 9:9:35
23.80,999.62,117.65,-1.80,1352.10,2021-8-5 9:9:36
23.80,999.61,117.73,-1.33,1348.90,2021-8-5 9:9:36
23.80,999.61,117.73,-1.21,1346.77,2021-8-5 9:9:37
23.80,999.61,117.73,-1.21,1347.57,2021-8-5 9:9:37
23.81,999.58,118.04,-1.33,1351.30,2021-8-5 9:9:38
23.81,999.58,118.04,-1.45,1352.63,2021-8-5 9:9:38
23.81,999.58,118.04,-1.33,1352.36,2021-8-5 9:9:39
23.81,999.58,118.04,-1.09,1347.83,2021-8-5 9:9:40
23.83,999.58,118.01,-1.21,1348.37,2021-8-5 9:9:40
23.83,999.58,118.01,-1.33,1347.83,2021-8-5 9:9:41
23.83,999.58,118.01,-1.33,1346.24,2021-8-5 9:9:41
23.83,999.58,118.01,-1.33,1343.04,2021-8-5 9:9:42
23.84,999.61,117.78,-1.33,1339.84,2021-8-5 9:9:42
23.84,999.61,117.78,-1.45,1335.58,2021-8-5 9:9:43
23.84,999.61,117.78,-1.45,1331.32,2021-8-5 9:9:43
23.86,999.60,117.84,-1.45,1330.52,2021-8-5 9:9:44
23.86,999.60,117.84,-1.33,1326.26,2021-8-5 9:9:45
23.86,999.60,117.84,-1.56,1324.13,2021-8-5 9:9:45
23.86,999.60,117.84,-1.33,1324.93,2021-8-5 9:9:46
23.87,999.58,118.05,-1.45,1316.94,2021-8-5 9:9:46
23.87,999.58,118.05,-1.68,1315.87,2021-8-5 9:9:47
23.87,999.58,118.05,-1.68,1316.41,2021-8-5 9:9:47
23.87,999.58,118.05,-1.56,1314.54,2021-8-5 9:9:48
23.88,999.57,118.17,-1.09,1310.81,2021-8-5 9:9:48
23.88,999.57,118.17,-1.21,1297.76,2021-8-5 9:9:49
23.88,999.57,118.17,-1.45,1290.84,2021-8-5 9:9:50
23.89,999.58,118.08,-1.80,1288.44,2021-8-5 9:9:50
23.89,999.58,118.08,-1.33,1281.78,2021-8-5 9:9:51
23.89,999.58,118.08,-1.45,1286.31,2021-8-5 9:9:51
23.89,999.58,118.08,-1.33,1275.39,2021-8-5 9:9:52
23.91,999.61,117.82,-1.21,1272.46,2021-8-5 9:9:52
23.91,999.61,117.82,-1.45,1273.26,2021-8-5 9:9:53
23.91,999.61,117.82,-1.56,1268.73,2021-8-5 9:9:53
23.91,999.61,117.82,-1.33,1267.40,2021-8-5 9:9:54
23.92,999.58,118.11,-1.68,1267.67,2021-8-5 9:9:55
23.92,999.58,118.11,-1.56,1269.00,2021-8-5 9:9:55
23.92,999.58,118.11,-1.21,1272.19,2021-8-5 9:9:56
23.92,999.55,118.35,-1.21,1276.46,2021-8-5 9:9:56
23.92,999.55,118.35,-1.33,1275.92,2021-8-5 9:9:57
23.92,999.55,118.35,-1.21,1277.25,2021-8-5 9:9:57
23.92,999.55,118.35,-1.09,1276.72,2021-8-5 9:9:58
23.94,999.56,118.25,-1.80,1279.39,2021-8-5 9:9:58
23.94,999.56,118.25,-1.33,1271.66,2021-8-5 9:9:59
23.94,999.56,118.25,-1.68,1265.80,2021-8-5 9:10:0
23.94,999.54,118.43,-1.21,1255.68,2021-8-5 9:10:0
23.94,999.54,118.43,-1.45,1248.76,2021-8-5 9:10:1
23.94,999.54,118.43,-1.45,1252.49,2021-8-5 9:10:1
23.94,999.54,118.43,-1.45,1250.89,2021-8-5 9:10:2
23.97,999.58,118.13,-1.45,1252.49,2021-8-5 9:10:2
23.97,999.58,118.13,-1.56,1256.21,2021-8-5 9:10:3
23.97,999.58,118.13,-0.98,1257.01,2021-8-5 9:10:3
23.97,999.58,118.13,-1.45,1250.62,2021-8-5 9:10:4
23.98,999.58,118.14,-1.33,1253.28,2021-8-5 9:10:5
23.98,999.58,118.14,-1.33,1246.89,2021-8-5 9:10:5
23.98,999.58,118.14,-1.21,1247.96,2021-8-5 9:10:6
23.99,999.57,118.16,-1.68,1230.38,2021-8-5 9:10:6
23.99,999.57,118.16,-0.98,1227.45,2021-8-5 9:10:7
23.99,999.57,118.16,-1.68,1224.79,2021-8-5 9:10:7
23.99,999.57,118.16,-1.33,1218.13,2021-8-5 9:10:8
24.01,999.58,118.12,-1.45,1215.20,2021-8-5 9:10:8
24.01,999.58,118.12,-1.21,1215.47,2021-8-5 9:10:9
24.01,999.58,118.12,-1.33,1211.47,2021-8-5 9:10:10
24.01,999.58,118.12,-1.68,1203.21,2021-8-5 9:10:10
24.03,999.57,118.18,-1.33,1198.15,2021-8-5 9:10:11
24.03,999.57,118.18,-1.45,1193.36,2021-8-5 9:10:11
24.03,999.57,118.18,-1.33,1191.50,2021-8-5 9:10:12
24.03,999.56,118.27,-1.45,1185.10,2021-8-5 9:10:12
24.03,999.56,118.27,-1.68,1184.84,2021-8-5 9:10:13
24.03,999.56,118.27,-1.68,1171.52,2021-8-5 9:10:13
24.03,999.56,118.27,-1.45,1159.80,2021-8-5 9:10:14
24.05,999.57,118.22,-1.33,1157.14,2021-8-5 9:10:15
24.05,999.57,118.22,-1.45,1151.81,2021-8-5 9:10:15
24.05,999.57,118.22,-1.56,1144.35,2021-8-5 9:10:16
24.05,999.57,118.22,-1.33,1144.09,2021-8-5 9:10:16
24.05,999.55,118.40,-1.33,1137.96,2021-8-5 9:10:17
24.05,999.55,118.40,-1.33,1128.64,2021-8-5 9:10:17
24.05,999.55,118.40,-1.45,1114.79,2021-8-5 9:10:18
24.07,999.55,118.38,-1.33,1111.86,2021-8-5 9:10:18
24.07,999.55,118.38,-1.33,1101.74,2021-8-5 9:10:19
24.07,999.55,118.38,-1.21,1091.35,2021-8-5 9:10:20
24.07,999.55,118.38,-1.33,1087.09,2021-8-5 9:10:20
24.07,999.56,118.32,-1.33,1069.25,2021-8-5 9:10:21
24.07,999.56,118.32,-1.56,1062.59,2021-8-5 9:10:21
24.07,999.56,118.32,-1.56,1057.26,2021-8-5 9:10:22
24.07,999.56,118.32,-1.45,1056.46,2021-8-5 9:10:22
24.09,999.56,118.33,-1.21,1054.07,2021-8-5 9:10:23
24.09,999.56,118.33,-1.45,1053.80,2021-8-5 9:10:23
24.09,999.56,118.33,-1.21,1052.20,2021-8-5 9:10:24
24.10,999.55,118.44,-1.21,1053.53,2021-8-5 9:10:24
24.10,999.55,118.44,-1.33,1049.27,2021-8-5 9:10:25
24.10,999.55,118.44,-1.33,1043.41,2021-8-5 9:10:26
24.10,999.55,118.44,-1.33,1038.09,2021-8-5 9:10:26
24.11,999.52,118.69,-1.33,1031.16,2021-8-5 9:10:27
24.11,999.52,118.69,-1.56,1021.57,2021-8-5 9:10:27
24.11,999.52,118.69,-1.56,1005.86,2021-8-5 9:10:28
24.13,999.58,118.12,-1.33,1003.20,2021-8-5 9:10:28
24.13,999.58,118.12,-1.33,995.74,2021-8-5 9:10:29
24.13,999.58,118.12,-1.33,992.28,2021-8-5 9:10:29
24.13,999.58,118.12,-1.45,985.35,2021-8-5 9:10:30
24.13,999.54,118.49,-1.56,985.62,2021-8-5 9:10:31
24.13,999.54,118.49,-1.33,975.76,2021-8-5 9:10:31
24.13,999.54,118.49,-1.80,972.83,2021-8-5 9:10:32
24.13,999.54,118.49,-1.56,967.77,2021-8-5 9:10:32
24.15,999.57,118.29,-1.21,966.44,2021-8-5 9:10:33
24.15,999.57,118.29,-0.98,962.18,2021-8-5 9:10:33
24.15,999.57,118.29,-1.21,960.32,2021-8-5 9:10:34
24.15,999.57,118.27,-1.56,959.25,2021-8-5 9:10:34
24.15,999.57,118.27,-1.33,953.92,2021-8-5 9:10:35
24.15,999.57,118.27,-1.33,953.39,2021-8-5 9:10:36
24.15,999.57,118.27,-1.33,949.66,2021-8-5 9:10:36
24.16,999.55,118.40,-0.98,944.07,2021-8-5 9:10:37
24.16,999.55,118.40,-1.68,936.35,2021-8-5 9:10:37
24.16,999.55,118.40,-1.09,935.01,2021-8-5 9:10:38
24.16,999.55,118.40,-1.33,923.03,2021-8-5 9:10:38
24.18,999.54,118.49,-1.56,924.63,2021-8-5 9:10:39
24.18,999.54,118.49,-1.09,921.16,2021-8-5 9:10:39
24.18,999.54,118.49,-1.33,915.04,2021-8-5 9:10:40
24.19,999.55,118.40,-1.33,911.31,2021-8-5 9:10:41
24.19,999.55,118.40,-1.21,905.72,2021-8-5 9:10:41
24.19,999.55,118.40,-1.56,900.66,2021-8-5 9:10:42
24.19,999.55,118.40,-1.45,893.73,2021-8-5 9:10:42
24.20,999.54,118.51,-1.33,896.13,2021-8-5 9:10:43
24.20,999.54,118.51,-1.68,896.40,2021-8-5 9:10:43
24.20,999.54,118.51,-1.56,895.60,2021-8-5 9:10:44
24.20,999.54,118.51,-2.15,892.67,2021-8-5 9:10:44
24.21,999.54,118.53,-1.33,887.34,2021-8-5 9:10:45
24.21,999.54,118.53,-1.68,887.61,2021-8-5 9:10:46
24.21,999.54,118.53,-1.33,884.14,2021-8-5 9:10:46
24.23,999.53,118.63,-1.68,876.42,2021-8-5 9:10:47
24.23,999.53,118.63,-1.91,866.57,2021-8-5 9:10:47
24.23,999.53,118.63,-1.21,859.91,2021-8-5 9:10:48
24.23,999.53,118.63,-1.56,850.85,2021-8-5 9:10:48
24.24,999.54,118.51,-1.68,843.66,2021-8-5 9:10:49
24.24,999.54,118.51,-1.33,840.47,2021-8-5 9:10:49
24.24,999.54,118.51,-1.21,828.48,2021-8-5 9:10:50
24.24,999.54,118.53,-1.09,825.82,2021-8-5 9:10:51
24.24,999.54,118.53,-1.45,821.82,2021-8-5 9:10:51
24.24,999.54,118.53,-1.45,821.56,2021-8-5 9:10:52
24.24,999.54,118.53,-1.68,821.29,2021-8-5 9:10:52
24.25,999.55,118.44,-1.45,821.02,2021-8-5 9:10:53
24.25,999.55,118.44,-1.45,823.15,2021-8-5 9:10:53
24.25,999.55,118.44,-1.45,825.82,2021-8-5 9:10:54
24.25,999.55,118.44,-1.45,820.22,2021-8-5 9:10:54
24.27,999.55,118.45,-1.45,817.83,2021-8-5 9:10:55
24.27,999.55,118.45,-1.56,817.56,2021-8-5 9:10:56
24.27,999.55,118.45,-1.68,813.30,2021-8-5 9:10:56
